nim,nama_mhs,kode_mk,nama_mk,sks,nidn_dosen,nama_dosen,nohp_mhs
202000431,Jail Lazuardi,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0823-2704-7743
202000473,Tania Hutapea,SI004,Augmented Reality,4,0100000014,"Raden Palastri, S.Kom., M.MSI",0853-2150-6489
202000935,Lasmanto Halimah,SI072,Big Data Analytics,2,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0856-2613-7150
202000028,Langgeng Utami,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0821-8726-2473
202000432,Harsana Sihotang,SI012,Deep Learning,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0822-9021-1586
202000774,Jabal Aryani,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0856-1741-0119
202000630,Juli Hardiansyah,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0813-7358-5730
202000806,Kasim Wastuti,SI032,Jaringan Komputer,3,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0857-9298-3168
202000595,Tirta Marbun,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0858-4386-6322
202000383,Yani Rahimah,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0858-6353-6541
202000636,Jais Wastuti,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0857-8638-7829
202000922,Elma Firgantoro,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0822-3973-5971
202000899,Novi Maryadi,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0857-0324-2044
202000055,Betania Widodo,SI097,Arsitektur Microservices,3,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0813-3662-9946
202000866,Cinthia Hidayanto,SI051,Matematika Diskrit,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0823-4801-5716
202000129,Warji Habibi,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0858-7439-5339
202000687,Atmaja Uwais,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0853-8608-6803
202000474,Galar Permadi,SI098,Audit Sistem Informasi,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0811-9010-0167
202000896,Ilsa Wastuti,SI067,Rekayasa Perangkat Lunak,2,0100000016,"Bagya Yuliarti, S.T., M.T.",0858-4665-1364
202000472,Indra Saptono,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0813-6033-2309
202000087,Gaman Namaga,SI008,Natural Language Processing,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0823-6855-7444
202000277,Shakila Sinaga,SI084,Logika Fuzzy,4,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0813-3004-7868
202000110,Murti Damanik,SI043,Manajemen Pengetahuan,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0811-9324-8086
202000609,Latika Megantara,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0811-5577-8487
202000842,Gandi Hutagalung,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0853-7923-2648
202000580,Shakila Mangunsong,SI062,ERP Systems,2,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0853-4518-4894
202000708,Kadir Maulana,SI043,Manajemen Pengetahuan,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0857-1396-6055
202000886,Tomi Novitasari,SI008,Natural Language Processing,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0856-8640-7905
202000125,Harjasa Kuswoyo,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0852-4740-7482
202000599,Langgeng Tamba,SI087,Virtual Reality,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0823-8845-0615
202000524,Johan Sinaga,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0821-3613-8612
202000735,Dono Saefullah,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0852-6153-9669
202000719,Darsirah Haryanto,SI027,Penjaminan Mutu Software,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0823-7845-2182
202000529,Balangga Nainggolan,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0856-1476-6072
202000576,Daliono Farida,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0857-0214-6566
202000991,Cinthia Mayasari,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0813-8277-2881
202000140,Timbul Pudjiastuti,SI029,Audit Sistem Informasi,4,0100000046,"Prof. Dr. Galuh Dabukke, S.Si., M.Cs.",0852-7351-5850
202000917,Amalia Nababan,SI087,Virtual Reality,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0857-3173-4206
202000656,Putu Puspita,SI020,Sistem Terdistribusi,4,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0813-5832-0679
202000309,Putri Mayasari,SI081,Cyber Security,3,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0811-1631-5999
202000319,Jarwadi Saputra,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0823-4379-9371
202000960,Makuta Januar,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0858-9730-8069
202000825,Aris Haryanti,SI063,Computer Vision,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0857-8877-4924
202000639,Dagel Utami,SI089,Jaringan Syaraf Tiruan,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0856-6789-9405
202000206,Kadir Gunawan,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0853-7403-4505
202000069,Mutia Haryanto,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0852-3467-0656
202000157,Halima Halim,SI078,Cloud Computing,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0823-8514-9368
202000902,Eko Tampubolon,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0812-9818-9847
202000533,Baktiono Putra,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0857-8222-3943
202000254,Kacung Gunawan,SI027,Penjaminan Mutu Software,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0821-3848-4219
202000107,Dina Hartati,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0812-5451-6808
202000026,Drajat Waluyo,SI065,User Experience (UX) Design,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0852-6311-6566
202000455,Rama Lestari,SI051,Matematika Diskrit,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0853-9944-1715
202000057,Edison Saptono,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0852-7738-7214
202000308,Mahesa Handayani,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0856-6856-2185
202000496,Reksa Saputra,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0823-8997-5711
202000840,Lukman Sirait,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0856-9123-4785
202000862,Wakiman Handayani,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0812-1908-3342
202000267,Irma Mahendra,SI079,Sistem Pendukung Keputusan,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0821-3272-7956
202000698,Suci Uyainah,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0856-0384-9830
202000880,Gada Halim,SI085,Semantic Web,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0857-8977-8280
202000632,Kemal Pradana,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0822-8739-2855
202000443,Farhunnisa Mahendra,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0823-0544-4713
202000652,Murti Latupono,SI003,Network Security,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0822-1969-3157
202000190,Hesti Sihombing,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0823-9774-6886
202000839,Candrakanta Widodo,SI096,Natural Language Processing,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0821-7674-2662
202000674,Estiono Gunawan,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0813-5621-6893
202000175,Ulva Sihotang,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0812-7744-9058
202000760,Jamalia Sitompul,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0856-2766-3723
202000560,Ana Maryadi,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0857-6291-2799
202000488,Ihsan Yuliarti,SI062,ERP Systems,2,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0822-5089-9358
202000297,Jinawi Maulana,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0853-0100-6231
202000684,Shakila Januar,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0812-2797-5736
202000983,Sidiq Adriansyah,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0853-9434-6810
202000505,Lili Damanik,SI048,Web Development Lanjut,3,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0823-8333-9452
202000684,Shakila Januar,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0812-2797-5736
202000401,Joko Irawan,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0812-0702-9667
202000715,Marsudi Budiyanto,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0851-8299-6291
202000476,Cakrawala Manullang,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0851-1849-9261
202000834,Yance Tarihoran,SI055,Digital Marketing,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0851-9375-1509
202000152,Zamira Puspita,SI004,Augmented Reality,4,0100000014,"Raden Palastri, S.Kom., M.MSI",0823-7661-5654
202000291,Wasis Suryatmi,SI059,Sistem Operasi,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0823-4678-5445
202000124,Warsita Wasita,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0812-9693-7923
202000399,Teddy Rahayu,SI002,Information Retrieval,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0811-3236-5199
202000595,Tirta Marbun,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0858-4386-6322
202000035,Prabawa Setiawan,SI083,Audit Sistem Informasi,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0856-9091-6998
202000667,Asirwanda Safitri,SI085,Semantic Web,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0858-0698-0420
202000635,Harjasa Safitri,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0858-2095-9351
202000044,Jindra Marpaung,SI046,Arsitektur Microservices,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0853-0598-2620
202000986,Rafi Nashiruddin,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0821-5449-2683
202000480,Atmaja Pradipta,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0812-9721-8114
202000470,Oni Januar,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0856-4210-4478
202000010,Cornelia Suartini,SI021,Semantic Web,3,0100000035,"Tri Suartini, S.Kom., M.MSI",0851-4835-0305
202000367,Dono Kusmawati,SI065,User Experience (UX) Design,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0858-6565-2341
202000877,Shania Nainggolan,SI065,User Experience (UX) Design,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0853-0061-6756
202000216,Indah Maulana,SI045,Arsitektur Komputer,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0853-1447-3947
202000925,Michelle Waluyo,SI091,Rekayasa Perangkat Lunak,2,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0823-9900-4896
202000538,Rika Sudiati,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0823-6205-3364
202000526,Dian Adriansyah,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0853-1934-6676
202000179,Limar Haryanti,SI084,Logika Fuzzy,4,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0813-0715-1820
202000156,Bambang Prastuti,SI046,Arsitektur Microservices,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0823-1983-2731
202000672,Lukita Yulianti,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0852-6205-5543
202000577,Daliono Novitasari,SI044,Komputasi Paralel,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0856-3801-1848
202000471,Heryanto Utami,SI092,Digital Marketing,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0856-8562-5753
202000880,Gada Halim,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0857-8977-8280
202000286,Cengkir Prakasa,SI098,Audit Sistem Informasi,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0811-8668-8263
202000675,Bahuraksa Sihombing,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0851-3926-4957
202000946,Irma Jailani,SI051,Matematika Diskrit,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0822-2243-8649
202000070,Prasetya Wibowo,SI083,Audit Sistem Informasi,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0858-2729-8069
202000496,Reksa Saputra,SI049,PBO Lanjut,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0823-8997-5711
202000986,Rafi Nashiruddin,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0821-5449-2683
202000621,Vino Sihombing,SI085,Semantic Web,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0851-4757-0512
202000185,Cinta Saptono,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0811-5423-5733
202000726,Eva Sihombing,SI065,User Experience (UX) Design,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0856-5870-2070
202000795,Bala Mangunsong,SI085,Semantic Web,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0853-3318-1958
202000539,Jatmiko Manullang,SI034,Statistika Probabilitas,3,0100000037,"Yance Handayani, Ph.D.",0823-2577-7547
202000133,Mustika Kurniawan,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0858-5171-2368
202000332,Kasiyah Wibowo,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0823-7387-5717
202000979,Gabriella Budiyanto,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0823-0489-2673
202000357,Saiful Ramadan,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0821-7454-5892
202000633,Najwa Thamrin,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0858-7498-2182
202000070,Prasetya Wibowo,SI006,Pemrograman Web,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0858-2729-8069
202000031,Cahyono Gunawan,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0811-6474-6872
202000163,Caraka Nashiruddin,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0856-7643-8156
202000099,Hasna Marbun,SI086,DevOps Engineering,2,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0858-7134-9361
202000109,Ihsan Haryanto,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0811-3482-4771
202000957,Jarwi Winarno,SI087,Virtual Reality,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0852-7079-3349
202000488,Ihsan Yuliarti,SI042,Kecerdasan Buatan,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0822-5089-9358
202000779,Tira Santoso,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0853-5174-3280
202000791,Mahmud Manullang,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0812-9620-7100
202000815,Kajen Siregar,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0823-0850-1657
202000108,Dimas Prayoga,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0852-6038-5977
202000746,Unggul Pradana,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0813-0102-7621
202000774,Jabal Aryani,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0856-1741-0119
202000945,Yono Wahyudin,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0852-8814-7617
202000064,Cici Lailasari,SI079,Sistem Pendukung Keputusan,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0853-7347-1434
202000257,Yuliana Winarsih,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0851-7734-5401
202000039,Hari Winarsih,SI096,Natural Language Processing,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0822-2784-9808
202000075,Wirda Nasyiah,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0813-7193-7452
202000782,Mustika Tampubolon,SI048,Web Development Lanjut,3,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0851-1847-8700
202000622,Hasta Winarno,SI081,Cyber Security,3,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0811-4618-7234
202000861,Tasnim Hidayat,SI004,Augmented Reality,4,0100000014,"Raden Palastri, S.Kom., M.MSI",0856-5528-9389
202000946,Irma Jailani,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0822-2243-8649
202000329,Bancar Putra,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0812-4388-8993
202000716,Gantar Saptono,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0822-5046-1735
202000387,Tina Uwais,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0823-9738-3206
202000653,Waluyo Hutagalung,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0813-7919-4096
202000570,Warsita Wibowo,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0858-2138-6589
202000201,Hasim Usada,SI033,Internet of Things (IoT),4,0100000026,"Dr. Oman Maryati, S.T., M.T.",0823-1888-8806
202000503,Cemplunk Pradana,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0823-8669-3465
202000696,Upik Iswahyudi,SI037,Desain API,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0822-0777-8097
202000231,Galuh Kurniawan,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0851-2588-1537
202000760,Jamalia Sitompul,SI021,Semantic Web,3,0100000035,"Tri Suartini, S.Kom., M.MSI",0856-2766-3723
202000445,Balangga Puspasari,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0852-3678-5082
202000829,Siti Agustina,SI025,Virtual Reality,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0852-4523-8055
202000089,Nadia Sinaga,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0858-7498-9413
202000025,Vega Nasyiah,SI081,Cyber Security,3,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0822-7382-9973
202000983,Sidiq Adriansyah,SI086,DevOps Engineering,2,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0853-9434-6810
202000099,Hasna Marbun,SI027,Penjaminan Mutu Software,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0858-7134-9361
202000035,Prabawa Setiawan,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0856-9091-6998
202000915,Lasmanto Najmudin,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0822-2954-3165
202000369,Jane Pratama,SI100,DevOps Engineering,3,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0853-9836-4037
202000418,Safina Lestari,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0813-9593-9172
202000560,Ana Maryadi,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0857-6291-2799
202000349,Caturangga Yuniar,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0822-0745-1713
202000699,Michelle Damanik,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0813-2050-2099
202000981,Kartika Permadi,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0811-8562-8843
202000658,Paiman Budiman,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0823-1790-8641
202000509,Dalima Yulianti,SI025,Virtual Reality,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0857-4204-3805
202000853,Garang Utami,SI027,Penjaminan Mutu Software,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0813-8338-9888
202000585,Maryadi Wulandari,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0821-9423-7333
202000513,Ani Iswahyudi,SI046,Arsitektur Microservices,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0858-9334-7212
202000366,Gaduh Permadi,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0851-9731-1219
202000922,Elma Firgantoro,SI072,Big Data Analytics,2,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0822-3973-5971
202000874,Wahyu Prastuti,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0858-0170-2695
202000821,Belinda Purwanti,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0851-2411-2412
202000450,Wakiman Kuswandari,SI055,Digital Marketing,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0813-4140-6029
202000641,Lasmanto Farida,SI049,PBO Lanjut,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0823-8650-9480
202000895,Maryanto Kuswoyo,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0856-0835-7232
202000583,Padmi Widodo,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0823-6588-0434
202000131,Safina Januar,SI067,Rekayasa Perangkat Lunak,2,0100000016,"Bagya Yuliarti, S.T., M.T.",0858-2145-6232
202000306,Ulya Nuraini,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0811-1489-0250
202000121,Ghaliyati Mustofa,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0821-4316-1172
202000237,Asirwada Wahyuni,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0822-5650-6098
202000616,Galih Hidayanto,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0822-1638-9448
202000339,Kenes Fujiati,SI003,Network Security,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0856-6915-5792
202000230,Jamal Santoso,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0852-7359-2555
202000945,Yono Wahyudin,SI033,Internet of Things (IoT),4,0100000026,"Dr. Oman Maryati, S.T., M.T.",0852-8814-7617
202000400,Kawaca Sinaga,SI091,Rekayasa Perangkat Lunak,2,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0822-1013-7215
202000367,Dono Kusmawati,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0858-6565-2341
202000894,Mulyono Haryanto,SI021,Semantic Web,3,0100000035,"Tri Suartini, S.Kom., M.MSI",0813-9737-4896
202000992,Irma Damanik,SI037,Desain API,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0858-3770-2851
202000077,Maman Kusumo,SI069,DevOps Engineering,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0856-6631-9314
202000590,Cahyo Prakasa,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0811-8562-7187
202000874,Wahyu Prastuti,SI067,Rekayasa Perangkat Lunak,2,0100000016,"Bagya Yuliarti, S.T., M.T.",0858-0170-2695
202000955,Balamantri Widodo,SI079,Sistem Pendukung Keputusan,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0821-7236-8314
202000513,Ani Iswahyudi,SI040,Logika Fuzzy,4,0100000018,"Ir. Nasab Hardiansyah, S.Si., M.Cs.",0858-9334-7212
202000409,Irwan Thamrin,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0821-9652-2395
